,sentiment,news,sentiment_encoded,sentiment_transformer,sentiment_transformer_score,sent_trans_NEUTRAL_SCORE,combine
1610,neutral,The board of directors also proposed that a dividend of EUR0 .20 per outstanding share be paid .,1,NEGATIVE,0.9748879075050354,neutral,neutral
1611,neutral,"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",1,NEGATIVE,0.9508166909217834,neutral,neutral
1612,neutral,"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",1,POSITIVE,0.9860833287239075,neutral,neutral
1613,neutral,"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",1,POSITIVE,0.9899827837944031,,neutral
1614,neutral,"The company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding .",1,NEGATIVE,0.9946956038475037,,neutral
1615,neutral,The company had hoped the new plant would be on stream by the end of 2008 .,1,NEGATIVE,0.5650995969772339,neutral,neutral
1616,neutral,"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",1,POSITIVE,0.9946252703666687,,neutral
1617,neutral,The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .,1,NEGATIVE,0.9822143912315369,neutral,neutral
1618,positive,The company 's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations .,2,NEGATIVE,0.9984387755393982,,positive
1619,neutral,"The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively .",1,NEGATIVE,0.858820379,neutral,neutral
1620,neutral,"The company said production volumes so far indicate the circuit is capable of the targeted output rate of 60,000 tonnes per day , or 22 million tonnes a year .",1,NEGATIVE,0.9230490326881409,neutral,neutral
1621,neutral,"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",1,NEGATIVE,0.992537796,,neutral
1622,neutral,"The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .",1,POSITIVE,0.9955418705940247,,neutral
1623,neutral,"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",1,POSITIVE,0.8517537713050842,neutral,neutral
1624,neutral,"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",1,POSITIVE,0.9664434194564819,neutral,neutral
1625,neutral,"The contracts awarded to date , in connection with the system , amount to a total EUR 36 million .",1,POSITIVE,0.7846537828445435,neutral,neutral
1626,neutral,The corrected chapter is in its entirety below .,1,NEGATIVE,0.9390996098518372,neutral,neutral
1627,neutral,"The deal , already approved by shareholders , will be carried out in the first half of 2011 .",1,POSITIVE,0.9623320698738098,neutral,neutral
1628,positive,The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .,2,POSITIVE,0.9995619654655457,,positive
1629,neutral,The deal was worth about EUR 1.2 mn .,1,NEGATIVE,0.8220077753067017,neutral,neutral
1630,neutral,"The device offers multimedia performance along with a host of productivity applications , including live stock prices .",1,POSITIVE,0.9856873154640198,neutral,neutral
1631,neutral,The event can also be viewed as a live audio webcast at www.ahlstrom.com .,1,NEGATIVE,0.9627834558486938,neutral,neutral
1632,neutral,The event can also be viewed as a live webcast at www.cargotec.com .,1,NEGATIVE,0.9779330492019653,neutral,neutral
1633,neutral,The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .,1,POSITIVE,0.9913580417633057,,neutral
1634,neutral,The GeoSolutions team further provides an intriguing new technology combining GPS and Mobile-based technologies together with Internet-based social networking .,1,POSITIVE,0.9997443556785583,,neutral
1635,neutral,The investment will be worth approximately EUR 100mn .,1,POSITIVE,0.9672494530677795,neutral,neutral
1636,neutral,The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,1,NEGATIVE,0.9986969828605652,,neutral
1637,neutral,"The most important export markets are Norway , Germany , Russia and France .",1,POSITIVE,0.9953372478485107,,neutral
1638,positive,"The most loyal customers were found in the Bank of +_land , with an index of 8.0 .",2,NEGATIVE,0.9700655341148376,neutral,neutral
1639,neutral,"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .",1,POSITIVE,0.991389811,,neutral
1640,neutral,"The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming .",1,POSITIVE,0.7510636448860168,neutral,neutral
1641,neutral,The number of customers is one of the most important parameters in determining the price of electricity networks .,1,POSITIVE,0.9961079955101013,,neutral
1642,neutral,The order was valued at over EUR15m .,1,NEGATIVE,0.8836995363235474,neutral,neutral
1643,neutral,The order was valued at USD12 .2 m.,1,NEGATIVE,0.9352802634239197,neutral,neutral
1644,neutral,The order was worth EUR 8mn .,1,NEGATIVE,0.679914653,neutral,neutral
1645,neutral,The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 .,1,POSITIVE,0.9810870289802551,neutral,neutral
1646,neutral,"The outsourced Scan and Capture solutions transfer paper invoices into electronic format , and Basware Business Transactions Service allows the customer to receive and send invoices in an electronic format .",1,NEGATIVE,0.9648974537849426,neutral,neutral
1647,neutral,"The parties have also agreed that L+Ænnen Tehtaat has the right to sell the remaining shares in Suomen Rehu to Hankkija-Maatalous 15 months after the purchase of the majority holding , at the earliest .",1,POSITIVE,0.724557638,neutral,neutral
1648,positive,The pipeline is strong .,2,POSITIVE,0.9997727274894714,,positive
1649,neutral,The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy .,1,NEGATIVE,0.8536054491996765,neutral,neutral
1650,neutral,"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",1,POSITIVE,0.5472143888473511,neutral,neutral
1651,neutral,"The record date for dividend distribution is March 14 , 2008 .",1,NEGATIVE,0.9402340054512024,neutral,neutral
1652,neutral,"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",1,POSITIVE,0.8934491872787476,neutral,neutral
1653,neutral,The second-quarter net sales are expected to be on par with the first quarter of 2009 .,1,POSITIVE,0.7815279960632324,neutral,neutral
1654,positive,"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",2,POSITIVE,0.9791980981826782,neutral,neutral
1655,neutral,The solid fuel is heated before sludge is mixed therein . '',1,POSITIVE,0.5013843178749084,neutral,neutral
1656,neutral,"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .",1,POSITIVE,0.5178210735321045,neutral,neutral
1657,neutral,"The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 .",1,NEGATIVE,0.9458070993423462,neutral,neutral
1658,positive,"The terms of the financing were approved by the Annual General Meeting of the Company held on June 30 , 2010 .",2,POSITIVE,0.9917131662368774,,positive
1659,neutral,"The total donation amount is EUR 1,115,000 .",1,POSITIVE,0.8826392889022827,neutral,neutral
1660,neutral,"The total investment necessary will be EUR40m , the company estimated .",1,NEGATIVE,0.8832427859306335,neutral,neutral
1661,neutral,The total project duration is three years and it is valued at some EUR11 .5 m.,1,POSITIVE,0.6693159937858582,neutral,neutral
1662,neutral,"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",1,POSITIVE,0.9271968603134155,neutral,neutral
1663,neutral,"The transaction , which includes US$ 1.5 billion euro1 billion in cash , vendor notes and share purchases , is expected to be completed in the first quarter of 2008 , the Finnish-Swedish paper maker said .",1,NEGATIVE,0.882483721,neutral,neutral
1664,neutral,The upgraded factory is scheduled to come on stream in the summer of 2008 .,1,POSITIVE,0.9796114563941956,neutral,neutral
1665,neutral,The uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals . '',1,POSITIVE,0.9992069602012634,,neutral
1666,positive,"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .",2,NEGATIVE,0.7820655107498169,neutral,neutral
1667,neutral,"They are responsible for their own operations , customer relationships , and the development of these .",1,POSITIVE,0.991072953,,neutral
1668,neutral,This allows devices such as mobile phones to become a few millimetres thinner .,1,NEGATIVE,0.9989878535270691,,neutral
